39;525,159,153,320,125,1307,365,41,365,365,1397,912,125,153,153,912,320,320,153,14,153,125,153,153,525,159,125,912,125,153,125,159,125,159,153,125,159,912,320,320,525,653,1307,125,365,365,125,125,153,159,3,50,153,320,153,153,125,153,125,153,912,525,159,125,153,365,912,525,125,889,321,26,210,125,7,159,153,336,365,912,912,320,153,525,125,159,320,525,912,153,365,125,153,184,365,525,365,153,365,153,320,525,125,159,159,125,153,159,365,525,365,365,125,107,162,1307,38,889,321,33,912,320,153,525,125,912,525,320,125,365,365,153,153,125,365,89,912,525,153,162,415,125,365,365,365,365,365,41,140,159,365,365,494,912,320,153,525,125,365,153,125,162,365,912,320,525,125,153,365,159,125,125,153,525,365,125,525,153,320,125,704,153,125,153,365,912,320,125,525,153,320,162,153,159,125,125,153,320,320,159,525,125,153,365,365,912,365,1,11,76,190,365,162,525,107,450,159,525,415,365,704,125,973,350
40;66,8,8,8,24,1135,8,24,29,106,115,69,35,32,84,209,32,35,69,106,8,69,35,263,488
41;1428,103,457
42;655,7,48,243,400,47,400,136,665,207,655,471,1401,1102,400,336,48,216,1618,444,1442,336,655,184,467,234,136
43;136,446,68,136,446,446,446,530,136,446,87,136,127,698,142,792,136,201,68,136,136,68,1065,136,136,1246,142,136,354,136,446,99,1299,1065,136
44;5,5,5,139
45;1,329,666,76,1,329,591,76,217,337,33,74,58,124,74,190,76,1175,74,666,74,76,33,666,329,591,74,76,591,329,58,76,1161,591,1161,76,33,76,58,1466,301,3,76,666,76,26,430,76,666,435,76,666,76,33,76,74,590,968,591,753,74,58,74,1,1161,124,590,795,330,176,1,666,58,591,76,74,52,33,666,1161,76,666,117,634,1466,190,74,58,591,1270,190,566,76,58,1161,591,666,435,26
46;351,751,294,1327,751,1615,751,1327,751,751,751
47;400,375,169,32,96,37,16,137,48,8,14,110,1016,110,23,137,8,211,116,37,874,110,116,211,48,400,48,110,96,37,66,14,110,140,137,116,443,353
48;383,1020,1423,391
49;49,851,391,55,781,391,558
50;1456,139,282,149,139,84,23,23,44,11,210,26,3,388,621,11,104,104,5,11,5,139,8,173,1167,1456,1456,1456,1083,1456,3,1167,141,3,320,668,114,1613,44,147,23,84,66,10,115,8,106,9,1362,104,221,159,5,1167,139,139,141,23,282,388,621,282,11,104,11,5,173,391,390,147,1099,84,106,114,3,210,3,1456,139,1167,139,282,23,1456,1456,1083,3
51;46,804,294,804,46,751,136,716,46,716,246,655,804,716,1102,273,594,1240,655,655,46,655,1102,1102,1478,294,716,655,655,594,1240,136,179,46,594,46
52;188,188,50,188,3,235,621,329,3,210,620,235,589,890,807,35,774,188,188,23,50,188,641,432,27,141,481,3,235,188
53;123,15,154,280,293,154,659,623,511,1568,356,31,945,31,659,456,293,60,262,60,150,6,17,5,34,60,61,23,79,184,262,116,37,100,60,309,8,262,406,31,243,60,87,37,61,467,309,737,165,293,135,79,116,184,262,37,61,243,17,60,60,60,135,280,7,17,48,1012,123,141,41,318
54;174,174,169,98,983,1487,1216,747,96,47,31,96,262,16,98,493,112,318,237,40,171,405,309,406,24,491,175,66,211,719,506,8,939,213,375,672,71,185,501,760,635,47,171,213,175,175,1258,760,719,169,10,174,760,493,719,8,22,9,96,157,24,760,96,983,309,121,405,24
55;1428,57,1428,426,1428,1563,1645,41,426
56;1032,371,582,15,456,96,371,154,280,96,37,520,979,53,371,197,60,16,37,142,280,1032,1032,1032,280,456,174,701,142,47,53,520,16,1032,15,154,456,280,229,154,456,371
57;57,114,84,32,35,69,115,106,66,139,114,668,114,478,1345,293,1321,874,668,1431,103,66,103,320,139,320,831,147,1613,668,23,23
58;11,52,862,373,337,74,74,76,1542,1359,124,1335,11,552,5,44,348,117,104,104,221,11,221,11,591,635,195,196,271,6,196,635,133,647,862,373,1396,133,217,76,76,666,76,1335,1542,1359,117,1396,221,5,6,44,34,11,104,11,363,271,639,20,124,76,221,190,76,20,5,44,5,44,196,635,11,196,52,124,124,1335,341,1396,1542,1359,117,76,74,190,363,344,34,74,74,190,76,74,406,647,647,6,36,373,1396,76,196,196,31,76,666,56,225,666,1161,89,190,666,806,34,1009,5,44,74,76,74,76,11,44,192,232,801,449
59;848,1184,1552,706,1613,759,327,1552,1184,1616,704,1184,811,409,1552,848,1521
60;293,37,61,16,9,123,383,1020,48,335,277,942,308,16,9,106,14,135,5,11,506,25,184,1270,5,130,1167,141,84,61,203,282,165,309,737,8,16,3,10,174,141,26,135,34,61,37,37,116,135,412,283,336,29,309,1270,9,165,309,737,467,37,61,149,8,104,159,3,50,188,174,7,130,188,135,23,89,416,27,416,643,282,61,37,184,116,41,184,336,184,283,336,608,799,41,135,698,61,37,309,608,698,1362,9,175,335,137,10,123,534,61,37,9,29,1362,123,383,123,243,282,135,391,534,89,141,123,104,534,210,135,89,61,135,336,116,737,432,165,309,534,1423,135,89,3,23,282,130,50,123,243,282,283,16,213,336,27
61;41,123,139,293,534
62;5,44,348,5,871,44,44,44,348
63;567,162,99,677,1525,85,1525
64;25,232,692,25,206,25,25,25,103,103,219,51,273,775,883,25,25,232,20,553,750,692,75,430,86,183,946,21,25,25,25,103,103,25,25,553,103,328,25,553,25,25,692,25,449,586,273,775,553,46,692,86,51,20,206,20,25,25,1228,1499,794,273,206,25,206,51,273,181,105,25,472,11,104,11,25,38,282,206,85,46,328,51
65;179,179,165,151,1450,41,457,1397,336,118,179,808,855,153,182,118,118,140,41,179,118,205,113,1032,205,1387,118,179,118,118,118,179,118,118,108,179,118,118,179
66;137,1267,84,35,69,115,106,23,878,69,115,66
67;315,315,45,344,809,1125,2312,690,809,315,315,271,74,315,212,45,809,345,129,352,188,68,11,596,271,363,1,555,555,344,363,690,690,690,690,550,892,344,363,892,344,23,763,2312,1054,45,212,313,76,58,810,1368,344,892,31,212,74,344,23,344,363,344,588,344,38,282,310,1054,313,58,256,809,345,363,690,345,809,753,345,1125,2312,690,344,363,690,344,23,23,151,315,256,111,12,344,256,315,690,76,732,131,74,314,690,58,344,363,11,1022,1422,314,2124,64,344,124,1349,670,1636,1107,1358,592,614,2239,2226,789,566,690,345,129,352,809,315,732,1350,314,314,690,345,58,314,732,1927,131,315,11,951,1054,313,58,892,550,345
68;1673,1673,142,136,201,136,136,792,136,185,136,100,22,142,201,136,1673,354,888
69;84,32,35,534,1428,878,209,1178,878,84,35,400
70;223,223,378,223,378,158,1169,246,223,246,20,223,378,520,378,829,829,223,829,186,551,1110,246,791,324,168,829,520,791,246,829,1110,206,25,64,378,246,268,168,223,246,655,829,223,246,269,378,378,223,269,64,21,430,25,520,421,223,246,246,421,378,791,223,223,829,1110,19,371,582,7,144,811,773,463,178,172,269,171,277,85,1045,1240,594,168,216,27,15,80,582,655,246,20,223,269,15,1601,218,1045,168,269
71;1246,1246,353,311,311,10,193,275,311,1246,1241,418,608,205,608,431
72;316,232,449,20,316,232,316,316,316,316,316,20,232,316,449,586,449,192,236,316,145,17,358,449,586,1285,145,316,586,449,316,316,547,1588,316,145,316,316,695
73;48,814,816,397,71,150,60,109,506,506,10,109,53,197,4,10,157,353,9,8,24,40,28,24,440,98,30,4,276,8,143,935,29,1387,776,10,10,401,508,498,1167,24,40,1387,143,10,143,776,102,276,475,98,448,8,243,48,10,506
74;282,457,151,457,481,641,33,33,632,1255,33,1464,337,33,1141,26,33,337,89,104,282,105,282
75;234,21,148,183,37,61,42,262,102,184,207,1174,1343,42,47,42,400,102,79,336,234,234,1102,47,350,42,136,262,60,350,216,27,836,102,53,71,150,814,207,350,61,37,747,799,799,207,412,47,1102,47,21,336,27,1012,102,216,184,207,1012,1401,48,41,172,15,836,27,21,234,702,1102,47,27,836,336,47,1401,702,400,42,102,184,27,53,41,350,234,262,47,262,262,53,80,299,336,172,172,1012,1618,42,21,148,277,171,183,216,27,21,234,1012,1618,15,102,405,42,207,30,175,38,546,130,336,79,285,21,42,799,1174,747,27,836,836,47
76;217,337,337,74,337,104,16,1175,389,885,1267,1307,33,893,23,74,1048,103,351,1531,33,1236,41,1307,337,74,513,337,74,74,337,74,1307,389,885,337,74,74,74,337,217,217,217,337,74,337,33,74,74,74,389,19,33,893,152,152,351,337,337,1267,74,74,74,74,1697,16,885
77;56,65,56,15,225,280,456,371,220,56,520,843,225,65,41,999,443,140,1102,115,358,145,75,56,30,65,370,65,65
78;1052,541,1022,1227,1576,1519,31,541,1296,1416
79;61,184,799,21,151,336,151,103,272,299,285,184,336
80;1328,304,781,32,747,781,1184,35,66,502,861,69,115,35,32,84,106,37,61,781
81;172,868,262,868,280,456,562,15,520,60,56,262,262,262,172,172,178,1103,1103,1103,366,809,692,1441,243,48,227,96,262,158,31,178,1103,172,702,1012,178,1011,262,60,843,172,96,520,262,60,262,47,75,178,47,48,178,1103,42,172,47,42,692,366,366
82;11,173,104,173,254,36,198,964,254,5,198
83;809,188,809,809,39,92,1097,162,365,39,18,18,92,248,568,162,1097,39,365,92,18,248,248,92,365,39,18,290,248,568,18,290,298,39,18,290,248,92,568,694,248,39,18,228,298,153,125,92,18,248,290,39,92,568,290,248,298,39,39,604,92,39,18,290,290,248,92,604,365,290,879
84;878,209,554,193,209,193,878,139,1135,61
85;974,1045,1598,149,103
86;14,35,24,213,1258,175,61,37,14,277,422,171,14,121,171,14,175,213,1258,180,116,335,175,61,243,14,24,35,213,1258,175,89,175,8
87;61,165,142,415,201,293,136,354,136,185,100,165,1568,312,277,171,171,185,22,100,136,201,946,25,293,61,142,415,136,1160,179
88;1090,73,4,511,1090,565,24,448,37,84,353,84,16,35,106,722,115,448,4,71,10,311,150,544,134,73,894,102,283,9,16,109,603,4,949,672,1630,288,71,722,4,223,275,311,10,894,2147,517,453,208,401,508,544,722,353,613,264,915,1120,115,57,16,9,4,447,28,73,10,157,22,312,4,10,22,30,949,672,10,311,71,401,24,73,894,32,193,803,501,4,375,4,109,333,499,401,401,477,66,4,475,695,69,9,672,4,949,672,14,499,499,333,672,14,672,4,4,4,949,672,115,9,2147,10,73,636,894,4,9,16,57
89;141,23,282,5,282,210,104
90;90,1177,147,282,141,26,282,147,139,282,210,147
91;255,471,187,661,1038
92;39,125,162,39,125,153,525,159,39,162,365,39,365,125,39,39,1097,162,39,125,159,39,525,153,365,39,39,39,39,159,365,153,125,912,320,525,39,365,1614,365,365,1097,162,125,159,525,912
93;83,83,83,39,18,92,568,1097,365,1015,303,18,92,208,715,1248,222,18,83,92,83,83,83,83,83
94;622,622,11,104,226,5,199,622,224,226,326,622,44,622,622,195,128,615,622,128,622,5,82,254,326,5,552,36,128,36,254,615,622,348,117,17,34,1009,1009,44,389,1009,622,622,195,62,5,339,615,128,615,622,1009,17,5,622,195,600,82,36,173,1009,615,128
95;95,62,62,62,62,62,62,36,254,62,62,62
96;327,1216,747,1099,7,16,157,24,327,134,759,444,1374,105,181,704
97;903,7,147,203,1670,203,203,677,707,1670,306,437,299,203,578,299,578,203,431,1670,203,578,299,285,306,431,203,1670,437,181,476,426,578,476
98;175,760,86,175,760,57,491,211,175,1258,86,86,213,175,647,375,263,169,528,1058,760,1477,24,213,939,308,22,157,134,35,939,760,493,135,719,493,40,318,121,213,8,491,29,66,57,175,213,406,493,760,211,175,491,86,29,211,57,106,66,29,8,9,57,24,29,29,939,86,57,175,493
99;99,626,663,19,515,515,19,1624,19,515,663
100;8,357,115,858,137,116,9,22,109,29,858,110,157,858,47,8,858,357,422,110,110,422,858,47,858,1387,422,116,137
101;425,514,2255,4,648,425,7,7,415,4,15,540,144,4,203,4,783,97,4,808,473,927,4,203,578,97,4,324,152,4,97,783,833,145,4,203,4,7,97,783,497,322,398,854,923,855,152,578,695,473,4,783,203,833,816,97,203,426,875,808,1670,608,1109,473,255,661,648,242,783,652,648
102;172,1012,112,318,10,9,121,106,491,175,175,211,175,24,939,213,491,216,172,86,86,216,30,86,175,29,106,8,9,30,28,40,10
103;
104;104,44,147,139,23,282,23,390,282,282,282,23,44,282,23,44,531,5,34,254,531
105;181,139,141,23,210,528,488,26,24,14,7,1174,1300,169,1465,478,1249,320,114,181,103,41,103,181,181,348,181,1374,390,1300,1058,528,1300,57,181,457,149,46,1374,861,57,103,181,46,351,478,1345,999,351,478,1345,114,103,103,40,32,1135,443
106;84,84,32,32,35,84,35,69,115,114,26
107;1300,1300,918,162,105
108;179,179,179
109;8,774,35,29,8,116,80,106,37,61,116,29,24,57,209,193,84,29,66,57,8,106,14,211,8,8,211,209,193,84,14,35,69,115,106,66,57,29,24,8,14
110;390,747,37,14,8,747,37,414,37,109,747,137,1315,8,14,29,8,116,109,137,116,415,109,80
111;6,6,1525,389,1008,1295,389,6,82,6,574,341,226,226,787,787,575,128,637,1008,574,6,1479,787,6,1175,199,1295,389,199,199,6,341,6,226,250,341,6,6,439,368,487,439,6,82,6,439,226,787,226,787,6,384,384,384,250,250,384,204,439,215,787,62,300,300,368,95,574,341,574,341,787,389,1295,368,194,1295,1008,1625,1577,1525,1525,1525
112;35,30,403,213,28,40,8,121,1017,86,175,32,134,1141,318,175,335,40
113;877,165,342,993,860
114;
115;147,26,84,69,139,26,26,69,69
116;61,29,8,37,61,137,209,29,29,29,80,14,23,61,37,14,1252,66,29,57,211,40
117;254,198,348,531,254,5,254,348,348,198,326,44,133,873,373,11,36,531,348,564,215,591,76,76,198,1023,552,348,348,5,870,564,445,215,531,11,5,5,254,873,373,348,198,16,283,9,5,348,60,5,11,60,62,564,531,215
118;179,179,579,579,1126,452,1279,1240,1240,427,745,179,594,85,179,179,108,179,179,179,108,394,1279,579,179,179
119;110,422,422,110,100,110,441,100,858,1244,183,1244,47,110,183,183,183,422,183,357,441,183,28,357,149,35,84,8,61,110,422,154,115,110,183,357,110,110,183,183,183
120;127,397,1161,13,1508,195,1130,53,262,60,61,251,1210,451,1188,302,127,475,749,930,397,302,475,1188,475,816,749,98,211,175,1188,62,278,200,6,17,198,451,1188,2129,302,127,475,397,195,227,227,195,260,2119,195,251,415,392,1177,415,251,475,1188,302,397,657,42,356,1188,475,397,1188,475,397,1188,278,1188,68,251,283,619,397,2129,150,71,237,171,89,135,249,53,237,2129,98,211,175,142,1461,1188,302,392,18,92,125,850,415,125,1461,597,48,17,1455,27,68,127,475,749,930,18,1139
121;121,40,8,134,106,35,35,35,209,40,8,8,174,84,14,57,66,29,24,211,285,32
122;
123;554,320,41,390,41,554,554,494
124;17,128,17,1518,36,330,1,5,711,1,1518,36,1518,33,176,33,129,352,130,1,1,330,104,11,271,128,33,128,1555,1,1,621,694,1,95,62,128,33,796,893,1236,795,1088,566,176,827,711,694,435,222,1,36,1236,1,330,1396,1542,76,76,76,337,74,753,221,11,271,6,271,363,1542,1359,117,260,753,271,76,19,20,221,173,128,74,180,711,893,36,1,1518,1518,117,914,889,36,1518,128,226,117,226,128,36,1,187,100,22,129,1013
125;855,153,664,321,415,855,426,1141,519,525,153,320,912,1543,285,704,476,299,874,519,426,153
126;1219,195,1219,89,23,43,120,1219,1219,265,195,120,141,1219,248,195,227,659,125,39,1508,23,1161,13,195,215,123
127;68,748,260,764,68,748,260,764,260,260,260,260,749,764,1259,930,105,288,54,514,68,201,142,87,698,68,748,201,68,222,130,888,13,748,68,397,749,1259,764,764,260,397,68,634,546,90,136,888,68,222,68,68,748,764,748,68,136,748,68,136,142,748,68,888,68,136,260,397
128;36,62,373,36,564,133,17,1542,615,173,11,11,11,104,5,1396,226,215,870,62,62,1023,117,445,564,150,871,173,254,117,17,226,5,442,552,36,254,615,11,531,226,226,615,585,133,1023,1,5,198,221,348,445,17,615,254,221,226,226,1023,870,62,617,95,62,62,226,62,226,62,215,1023,226,215,226,117,117,442,445,564,215,173,215,226,173,531,173,173,226,6,250,82,846,133,348,11,173,653,104,89,226,615,226,344,5,44,11,373,862,17,226,60,52,226,531,62,173,442,5,89,198,870,1023,117,871,1023,44,226,871,531,215,442,117,150,62,95,870,62,226,615,1009,215,36
129;198,198,26,620,450,621,450,330,330,1,130,130,26,893,1,133,714,52,198,44,26,26,620,330,450,1,198,198,198,1,130,133,89,1,1,481,567,63,198
130;3,620,3,50,50,888,888,90,90,889,50,50,1010,1010,11,173,50,23,890,387,387,282,23,1167,139,149,173,50,3,10,412,210,8,16,50,3,135,84,106,8,10,104,11,149,50,159,3
131;432,13,13,432,13,279,286,857,354,432,13,95,618,13,279,286,1614,190,74,1614,548,1161,666,45,76,58,74,279,1614,647,159,13,7,13,13,432,13,45,13,13,22,58,158,58,265
132;68,1454,162,1457,540,783,405,497,1318,527,322,1318,152,419,152,152,152,1142,560,527,578,833,145,833,4,97,4,101,527,609,560,767,833,145,560,767,527,154,154,1457,560,4,203,808,808,948,948,527,767,833,560,527,97,560,97,833,609,560,578,560,578,152,1318,833,101,4,578,560,217,1572,560,145,767,560,560,527,609,578,527,783,152,497,322,245,808,540,783,578,560,527,578,560,2321,1572
133;873,62,95,926,1009,1009,1009,348,1009,1009,873,617,5,44,326,221,1131,926,36,215,442,1594,36,95,873,926,62,1009,873,1009
134;134,84,66,35,1135,40,263,8,263,169,383,123,1135,528,488,1058,1216,488,263,8,193,169,528,528,648,1421,772,105,69,1072,311,2390
135;174,7,1681,229,697,726,174,229,838,1016,726,293,37,96,1583,7,231,432,235,277,109,282,737,61,16,123,335,887,90,282,726,37,220,697,47,174,838,229,7,37,293,37,390,32,874,285,147,147,1613,320,139,23,165,184,61,37,14,116,23,80,89,28,47,28,104,34,5,964,326,153,116,215,229,46,424,220,652,854
136;100,22,142,201,792,888,26,387,805,152,282,89,3,60
137;137
138;280,1612,144,1081,202,56,280,334,225,782,1612,595,1261,280,464,334,1612,280,202,225,229,1016,582,371,202,177,1081,202,1168,280,56,1032,280,1081,334,280,334,56,177,56,15,659,1081,334,1579,700,1579,144,280,280,1579,202,532,334,1081,334,659,1612,425,907,1318,101,1318,202,132
139;103,149,668,114,320,351,478,1345,1613,147,149,390,147,147,320,147,267,668,5,390
140;835,443,835,502,835,21,444
141;139,668,147,337,26,1099,849,149,878,149,84,35,69,147,139,668,235,26,849
142;415,174,203,903,37,843,293,415,652,973,1598,90,415,231,838,229,229,771,85,293,37,293,7,437,1598,1373,848,90,23,1177,1318,805,1070,903,805,152,23,90,1120,1063,69,903,437,1063,488,772,519,85,903,174,848,415,924,174,299,476
143;10,10,275,10,10,40,275,9,275,544,10,10,275,544,544,10,10,544,10,10,35,10,23,1266,448,1179,9,10,24,544,544,60,10,22,13,696,10,28,10,878,69,40,447,28,447,10,11,311,544,11,31,447,935,150,193,10,69
144;113,113,877,113,530,452,452,168,399,530,399,452,452,452,152
145;15,626,15,242,481,15,7,1018,242,97,15,578,695,97,481,1099,437,97,431,652,714,221,437
146;1515,92,18,436,93,2277,241,273,1515,1515,1515,1515,92,1515,287,1515,289,1515,1515,839,162,687,18,653,1472,93,509,1515,92,1367,436,486,667,2277,1515,141,314,273,241,571,1367,1343,189,713,51,809,73,597,1401,81,537,1548,793,267,1153,779,1439,194,373,355,916,832,315,1853,397,238,1332,1763,1515,1367,1515,93,83,460,1425,1515,1515,1515,270,2277,1948,92,1515,93,83,1367,1515,273,418,163,699,1515,745,287,289,18,273,1422,163,699,228,1367,11,970,596,53,745,314,444,1515,1515,92,1515,1677,568,92,1515,162,83,1515,287,93,289,1515,162,228,83,13,289,839,18,303,839,1515,18,18,1515,1515,1367,1515,486,1515,494,521
147;391,390,390
148;37,180,61,1017,37,182,674,110,100,47,116,858,858,116,137,100,8,182,119,29,61,116,858,137,116,100,37,61,37,786,110,119,100,858,21,182,37,116,37,116,37,61,222,13,86,14,137,786,116,262
149;103,457,41,114,390,407,554
150;28,157,28,180,157,548,28,28,60,814,37,134,34,16,722,353,32,28,1451,157,1451,11,69,40,134,447,1451,1546,880,548,157,180,1477,312,713,548,1441,157,880,552,442,215,11,117
151;
152;540,854,923,1142,299,322,1554,540,783,1093,46,32,217,322,299,306,519,41,80,1187,656,632,80,299,103,217,33,153,855,59,1523,848,46,33,849
153;912,320,320,912,912,320,320,320,5
154;229,229,608,608,229,135,142,771,7,229,838,15,174,231,47,1016,1681,229,135,229,16,37,229,229,973,796,1366,973,747,110,665,7,1016,973,110,174,60,1016,96,15
155;103,999,443,241,790,140,96,229,457,999,443,241,790,140,467,140,103,96,327,103,47,1127,48,152,476,21,299,60
156;402,402,2,499,59,1184,304,1059,73,291,402,1560
157;69,353,115,22,24,134,28,1300,107,447,22,5,14,22,447,722,1300,107,1135,28,28,335,28,28,1373,722,28
158;31,31,31,31,135,697,659,701,406,31,945,46,37,220,406,406,53,197,406,945,945,231,656,946,25,719,493,53,53,623,406,53,945,406,308,31,46,231,406,656,31,945,31
159;157,121,525,525,320,1307,912,121,726
160;952,45,111,482,313,76,257,763,234,628,952,1175,389,45,76,256,212,111,952,952,111,482,234,74,76,666,666,31,45,45,212,753,313,1044,212,313,76,313,212,951,952,257,152,1475,666,313,12,763,1382,313,1647,454,313,628,234,628,234,592,763,592,763,952,67,111,482,111,328,103,103,1044,74,1267,952,111,952,111,952,952,111,952,257,74,45,256,74,111,256,256,74,103,67,363,111,763,313,313,763,592,313,1044,12
161;12,1954,12,67,1349,1042,67,1337,12,12,1954,1954,12,58,408,67,344,256,12,67,363,67,67,1042,1213,1042,1892,1042,624,524,1021,1042,1892,524,1052,12,1042,67,1954,1349,1349,1954,12,1056,12,524,1042,74,67,1042,1042,1042,524,543,12,1900,1420,1042,1042,74,1042,1337,1954,12,1954,12,1349,12,1954,12,753,524,190,2,624,1042,1042,1042,344,1055,1954,12,12
162;162,90,141,1097,1653
163;421,794,314,699,489,473,21,268,1002,421,895,812,735,108,922,735,735,1268,845,421,520,314,473,21,268,421,64,775,845,1082,1400,253,421,473,512,421,421,735,108,922,108,253,417,1438,1201,1485,1002,1002,421,735
164;
165;843,854,665,285,299
166;55,936,440,1554,281,49,55,440,936,781,80,55,936,440,1142,923,854
